Year,Genre_ID,Average_Rating,Total_Movies,Box_Office_Millions,Avg_Runtime_Minutes,Budget_Millions,Votes_Count,Popularity_Score
2017,6,7.9,150,198.35,166,235.81,73635,90.5
2017,6,7.5,61,197.75,89,15.75,465432,78.9
2017,9,5.0,232,317.41,148,85.58,346197,78.5
2018,1,6.3,268,169.1,143,106.05,492966,51.8
2018,1,4.6,166,62.74,153,190.59,314940,52.0
2018,1,5.2,138,34.14,160,190.83,56514,74.9
2018,1,7.8,179,264.14,173,60.0,30813,90.9
2018,2,6.4,54,102.38,155,181.53,230047,54.8
2018,2,7.5,120,31.57,99,245.81,144933,78.9
2018,2,7.5,157,117.13,134,22.28,338213,82.4
2018,2,8.4,160,65.74,165,174.24,164996,82.3
2018,3,7.8,241,280.47,179,71.08,478793,99.8
2018,3,6.2,49,231.63,179,43.6,320348,71.9
2018,3,7.0,229,187.36,165,36.16,466417,79.7
2018,4,7.7,73,202.15,136,101.43,444833,74.6
2018,6,8.2,126,214.6,112,13.89,24834,70.0
2018,6,5.5,40,458.31,129,155.44,340125,53.4
2018,6,7.1,138,20.05,123,178.51,251606,72.1
2018,6,7.2,127,148.12,140,54.27,235847,76.4
2018,6,8.7,130,103.8,110,93.99,127082,79.8
2018,6,8.0,176,119.12,97,213.07,30709,68.7
2018,7,8.2,230,59.52,147,53.39,184500,99.1
2018,7,6.6,274,18.2,118,51.24,227486,95.3
2018,7,5.8,279,69.18,110,131.07,47233,96.7
2018,8,5.4,75,9.38,130,217.86,177284,59.0
2018,8,6.2,295,23.29,110,10.01,453082,64.1
2018,8,7.0,156,25.68,176,70.21,208968,69.3
2018,8,6.4,125,264.8,109,146.87,80183,60.3
2018,8,5.6,193,178.92,178,143.23,40041,62.6
2018,9,9.2,68,191.87,178,62.91,438282,59.3
2018,9,8.1,235,168.98,144,241.78,498666,62.0
2018,9,8.0,134,228.61,141,95.13,50699,62.1
2019,1,6.6,203,76.86,166,13.1,138152,52.7
2019,1,6.1,60,10.62,128,206.92,139454,96.3
2019,1,6.3,222,78.67,85,201.68,380553,54.6
2019,2,4.9,230,312.53,132,92.99,235941,88.4
2019,2,4.7,157,92.14,124,112.97,233117,79.0
2019,2,7.1,148,259.88,122,214.28,385157,54.1
2019,3,6.4,77,314.77,140,13.9,455598,71.6
2019,3,8.6,63,1.73,169,149.35,408487,95.7
2019,3,7.7,229,18.68,95,54.36,345407,71.7
2019,3,8.9,259,49.49,160,110.8,155672,59.6
2019,3,8.9,84,210.28,176,153.27,306063,84.1
2019,4,4.7,57,400.19,104,158.65,429909,66.3
2019,4,8.4,129,61.64,166,139.93,193376,78.8
2019,5,4.5,233,19.17,122,50.37,485972,80.1
2019,5,6.3,97,227.62,165,121.88,247864,72.8
2019,5,7.7,187,277.08,154,107.28,480653,53.4
2019,6,6.6,152,794.19,120,34.68,291373,75.2
2019,6,8.6,241,213.49,116,213.99,266039,58.5
2019,6,6.9,55,102.03,132,108.59,295507,85.0
2019,6,6.0,140,310.39,151,231.38,122169,56.3
2019,7,5.3,33,293.8,145,110.13,250329,55.3
2019,7,6.9,181,483.46,119,13.28,335071,75.6
2019,8,7.6,205,7.99,99,158.6,468435,84.7
2019,8,6.3,141,1.01,177,64.43,163448,89.7
2019,8,9.1,253,107.7,140,31.07,137066,82.8
2019,8,5.2,67,139.49,128,215.74,1882,60.6
2019,9,4.6,211,270.64,165,161.53,227599,65.2
2019,9,6.2,39,83.66,120,184.95,110779,97.8
2019,9,7.2,164,108.75,149,204.99,27081,50.7
2019,9,7.0,230,38.57,169,106.35,41860,59.9
2020,1,8.3,176,46.99,155,73.82,12516,91.6
2020,1,8.1,131,220.96,96,83.73,115165,66.6
2020,1,7.2,22,191.98,170,156.43,476859,80.9
2020,1,7.6,239,453.75,160,106.08,354791,97.2
2020,1,4.8,183,34.12,164,249.27,283803,58.3
2020,2,8.1,63,46.52,152,75.16,279518,88.2
2020,2,6.3,215,59.41,150,147.73,455823,69.2
2020,2,5.2,114,51.69,88,239.61,214988,65.6
2020,2,5.3,118,63.42,131,197.25,216705,92.8
2020,2,8.9,185,320.01,126,222.68,350317,89.7
2020,3,6.6,143,98.54,118,136.11,372909,64.1
2020,3,7.4,254,124.4,92,153.66,290304,91.6
2020,3,4.5,280,36.25,95,44.88,316508,52.5
2020,4,9.0,100,25.91,178,130.58,243887,75.9
2020,4,7.2,79,317.22,168,91.14,266369,67.4
2020,5,8.9,38,124.86,168,113.51,263048,50.6
2020,5,7.0,186,488.62,173,124.58,107102,56.7
2020,5,7.6,192,88.01,100,236.98,71268,70.8
2020,6,7.2,34,229.19,111,161.16,260590,63.8
2020,6,9.0,282,104.3,160,116.09,369444,79.7
2020,7,8.2,181,98.47,150,60.48,11345,83.2
2020,7,9.2,36,37.64,147,14.83,117220,55.2
2020,8,8.6,115,62.41,163,185.56,414867,66.4
2020,8,6.0,229,20.88,146,97.56,257433,68.6
2020,8,5.2,82,56.09,164,91.43,234294,65.4
2020,9,4.6,212,445.94,153,105.44,155721,84.1
2020,9,7.4,282,181.03,152,237.03,101625,63.9
2020,9,7.1,88,296.55,121,216.74,361466,63.6
2021,1,8.6,216,429.66,92,212.61,298124,54.3
2021,1,6.4,282,0.07,178,154.22,105186,94.5
2021,1,5.3,167,60.85,97,208.83,298542,85.0
2021,1,8.9,87,36.38,167,44.21,228459,82.4
2021,2,8.1,174,113.49,128,81.35,352300,68.1
2021,2,8.7,172,274.71,148,169.61,33574,69.4
2021,3,7.4,71,118.73,140,206.41,297618,52.9
2021,3,6.3,18,55.68,147,16.17,263204,99.4
2021,3,7.3,291,109.1,171,164.55,153049,61.6
2021,3,8.3,161,28.33,138,116.22,147702,73.2
2021,4,4.5,212,171.95,114,65.55,238919,74.2
2021,4,9.0,217,18.98,137,38.91,71934,67.6
2021,5,7.5,56,39.6,171,232.93,430763,77.8
2021,5,5.3,158,64.66,128,239.51,479859,57.3
2021,6,6.9,225,94.38,163,112.83,75694,75.1
2021,6,4.9,204,3.13,155,129.55,10196,72.2
2021,6,6.6,135,285.04,156,89.52,208348,66.0
2021,6,5.1,40,11.03,104,142.57,326800,70.5
2021,6,5.6,141,363.75,120,40.47,34324,91.7
2021,6,9.2,202,267.01,90,65.73,225522,62.6
2021,7,7.3,134,4.7,161,105.02,190637,84.3
2021,7,7.9,53,175.57,141,226.58,351321,75.2
2021,7,7.5,122,14.49,116,201.95,454054,88.7
2021,7,7.7,16,86.54,140,20.58,83844,63.7
2021,7,5.8,242,79.62,174,189.97,477616,65.4
2021,8,6.5,146,31.04,101,145.8,175673,62.1
2021,8,8.0,36,477.3,88,216.04,127218,99.2
2021,9,6.2,162,200.4,105,210.39,369481,65.9
2021,9,7.2,162,294.73,172,201.4,394369,83.0
2022,1,4.8,26,47.52,129,222.68,193898,54.2
2022,1,5.1,127,362.98,142,83.54,421173,68.8
2022,1,4.9,248,78.54,111,53.41,250527,91.9
2022,1,8.3,60,27.4,157,107.77,36709,57.2
2022,2,8.1,145,599.75,155,171.1,252713,64.1
2022,2,5.7,247,130.91,157,30.67,99970,94.4
2022,2,5.4,160,35.95,101,193.29,16479,56.7
2022,2,5.2,70,60.88,140,66.86,343553,73.8
2022,2,5.6,123,231.52,170,126.11,142753,79.8
2022,2,5.1,260,130.89,140,123.2,482184,61.7
2022,3,5.9,224,164.04,172,131.37,417561,62.8
2022,4,5.2,264,138.68,111,104.06,231881,69.4
2022,4,7.6,257,161.43,159,171.72,72537,83.0
2022,4,7.2,121,8.92,94,172.33,194946,88.6
2022,4,4.9,274,48.35,136,237.02,292655,73.3
2022,5,7.2,204,92.43,94,33.19,156063,95.4
2022,5,8.5,84,46.71,86,225.18,454355,75.0
2022,5,7.6,278,2.02,101,62.96,238103,81.4
2022,6,5.8,31,139.51,137,115.57,201173,52.6
2022,7,5.1,191,6.84,143,89.27,27950,80.3
2022,7,7.9,170,9.49,97,40.8,420748,70.2
2022,7,5.3,272,37.36,148,132.81,266864,91.3
2022,7,8.2,68,197.13,105,120.04,265140,57.1
2022,8,5.4,17,44.0,134,184.81,121494,75.2
2022,8,6.7,35,96.2,139,177.32,108357,91.4
2022,8,7.3,277,347.48,113,91.83,326038,73.0
2022,8,4.6,289,63.38,109,172.16,36897,76.3
2022,8,6.1,237,4.49,142,39.59,342073,98.6
2022,9,4.9,22,248.16,106,40.44,111114,80.9
2022,9,4.9,42,3.0,108,227.92,4114,53.4
2022,9,7.1,276,72.05,145,208.88,228043,84.6
2023,1,9.0,268,288.85,132,186.2,397025,93.8
2023,1,8.2,290,148.33,85,202.72,57633,98.7
2023,2,6.9,168,33.68,151,108.32,310835,62.2
2023,2,5.1,264,52.63,102,146.17,316929,55.3
2023,3,6.6,88,193.57,145,227.02,119686,70.3
2023,3,7.5,161,113.86,173,133.29,111489,92.5
2023,4,7.7,210,9.24,138,56.42,442733,56.7
2023,4,6.0,289,732.78,168,10.27,443037,71.4
2023,4,5.9,124,184.9,90,55.58,212428,69.7
2023,5,7.3,30,281.86,156,162.09,469351,88.0
2023,5,8.6,44,187.22,137,148.81,357918,55.1
2023,6,8.8,135,31.43,97,162.5,198223,71.8
2023,6,8.0,241,91.94,172,89.67,305962,52.7
2023,6,6.2,69,108.44,137,223.69,467995,66.6
2023,6,8.4,35,80.66,165,158.11,24065,88.5
2023,7,6.6,45,85.77,139,30.05,458820,61.3
2023,7,4.6,157,197.36,123,78.29,272413,80.5
2023,7,5.4,269,55.41,153,165.7,366391,92.1
2023,7,9.0,257,412.96,170,102.81,289763,55.3
2023,8,5.2,146,12.95,107,45.14,283152,51.8
2023,8,9.1,81,31.82,163,54.79,33634,75.7
2023,8,7.7,123,227.8,114,220.03,405576,72.3
2023,9,8.6,237,339.11,158,137.51,263607,96.6
2023,9,5.2,196,11.92,167,32.89,260021,65.0
2023,9,9.0,127,229.86,94,67.76,12049,72.4
2023,9,5.2,163,151.03,121,51.86,108051,58.8
2023,9,8.6,197,133.19,154,38.79,397419,58.2
2024,1,6.7,274,71.06,121,133.38,55970,75.8
2024,1,7.3,105,117.29,160,140.64,392860,75.2
2024,1,6.6,197,149.42,114,23.1,451689,65.5
2024,1,7.7,298,72.87,107,127.16,383526,89.0
2024,2,8.0,168,458.71,104,154.76,375796,75.0
2024,2,4.9,264,170.44,123,113.12,487121,87.7
2024,2,6.9,203,167.78,124,170.53,373050,65.2
2024,2,7.2,45,73.22,97,132.54,172128,98.1
2024,3,7.1,143,21.15,109,64.26,408861,95.4
2024,3,6.4,291,209.54,165,169.13,307531,82.1
2024,4,8.4,29,254.26,126,60.12,108041,61.9
2024,4,5.2,295,80.41,116,130.14,464956,56.8
2024,5,6.0,243,30.28,90,171.06,9802,53.1
2024,5,7.3,139,299.22,161,80.58,388355,79.8
2024,5,5.7,180,39.04,150,139.9,91697,67.0
2024,5,8.2,179,79.42,176,186.41,247060,78.9
2024,6,8.4,74,103.54,159,175.13,184163,63.1
2024,6,8.6,268,273.27,87,19.66,419680,80.1
2024,6,6.0,275,6.38,103,141.97,290532,82.4
2024,6,6.5,228,37.1,113,148.09,145401,85.8
2024,6,5.3,170,67.97,146,67.67,440256,97.1
2024,6,6.1,265,37.36,157,35.32,348526,61.9
2024,6,8.5,107,18.53,101,39.84,286904,64.7
2024,6,6.3,31,61.35,149,57.11,158977,95.5
2024,7,6.5,191,59.01,166,19.67,218070,61.2
2024,8,4.9,262,52.49,153,32.79,329910,66.7
2024,9,6.8,63,17.29,156,213.25,241489,51.9
2024,9,9.1,190,261.26,101,149.85,435091,76.8
2024,9,8.6,136,136.36,142,101.71,155961,99.0
2024,9,5.7,97,15.03,102,198.01,247231,81.6
2025,1,6.7,92,129.83,119,232.35,404359,80.5
2025,1,6.2,100,61.72,131,200.52,450813,90.0
2025,1,7.3,206,74.6,110,245.0,399113,84.5
2025,1,5.7,232,603.02,100,198.03,243580,88.2
2025,1,6.4,299,194.04,138,125.99,282411,81.2
2025,1,5.6,207,300.59,160,33.27,276160,67.7
2025,1,7.9,294,350.82,163,123.22,433015,87.0
2025,1,6.8,245,44.81,132,216.09,209606,99.9
2025,2,8.7,104,260.4,85,239.95,467933,90.2
2025,2,8.0,123,96.93,132,53.48,179838,72.4
2025,2,8.5,107,56.28,161,152.86,446096,85.1
2025,3,5.3,44,150.94,104,63.44,272409,78.5
2025,3,4.6,89,223.02,146,219.67,287610,58.1
2025,3,6.1,281,135.71,93,61.92,93172,62.9
2025,3,6.8,266,323.61,154,95.16,179986,83.7
2025,4,4.6,273,246.91,112,143.89,461116,91.7
2025,5,8.4,216,201.72,133,211.4,162040,55.6
2025,5,9.1,42,13.21,167,220.73,477874,80.5
2025,5,7.0,174,43.83,172,52.5,303862,96.3
2025,5,6.0,51,30.08,156,85.02,61038,58.2
2025,6,5.4,244,356.6,112,70.28,203211,74.2
2025,6,5.7,120,118.77,168,192.44,141202,78.2
2025,6,6.4,115,14.27,134,226.06,355835,52.0
2025,6,7.0,168,84.34,170,180.91,335248,63.9
2025,7,6.0,206,315.13,113,99.93,266919,93.9
2025,7,7.3,192,138.6,121,16.68,221934,92.8
2025,7,8.1,156,137.86,177,52.52,393818,84.6
2025,7,4.6,206,23.31,136,101.97,73902,66.1
2025,7,8.0,55,421.14,121,105.47,303039,93.3
2025,7,5.6,291,12.04,142,95.95,430069,91.0
2025,7,7.7,62,108.11,156,90.49,230530,73.4
2025,7,4.7,177,217.1,115,134.34,213235,58.4
2025,7,4.9,49,10.89,142,41.37,299254,81.5
2025,8,4.5,176,84.46,130,113.87,449781,92.8
2025,8,6.6,55,119.64,117,153.87,218726,59.1
2025,8,8.4,218,114.87,104,197.78,376233,93.4
2025,8,7.6,153,39.55,99,148.14,210755,81.2
2025,9,6.1,83,48.49,148,96.51,131744,69.3
2025,9,5.2,190,269.04,157,77.34,150172,52.0
2025,9,5.5,264,70.15,146,95.87,266372,51.3
2025,9,4.9,49,50.43,146,78.93,96965,91.0
2025,9,8.2,236,257.72,101,65.46,369615,76.8
2025,9,5.8,125,34.84,119,126.68,397456,70.2
2025,9,8.0,68,193.29,152,238.57,22584,68.9
2026,1,6.4,46,73.24,87,75.27,328920,51.4
2026,1,6.3,145,59.25,97,197.16,19557,57.1
2026,1,8.9,262,133.9,106,161.78,36525,76.6
2026,2,7.4,36,396.05,87,197.08,331833,67.7
2026,2,6.6,73,38.21,94,230.42,154885,98.0
2026,2,6.7,128,325.23,149,233.86,340499,57.2
2026,3,8.4,34,18.5,154,88.05,357066,74.1
2026,3,9.0,262,157.88,89,65.2,160379,96.8
2026,4,4.5,71,168.65,106,147.53,117944,61.8
2026,4,6.7,234,163.15,96,137.19,400665,56.5
2026,4,8.6,82,110.89,92,173.81,471455,95.4
2026,4,6.7,252,43.92,133,145.34,331090,67.1
2026,4,6.3,90,31.87,156,81.12,50768,63.3
2026,4,7.3,139,35.36,119,185.41,432978,77.5
2026,4,5.7,89,34.16,156,147.31,190518,70.2
2026,5,8.8,236,166.78,151,242.64,268673,74.5
2026,6,4.9,284,197.58,130,189.3,451985,84.8
2026,6,8.5,111,55.66,137,124.85,173857,91.2
2026,6,7.3,178,88.69,170,104.45,378864,69.1
2026,7,6.0,27,213.13,103,91.42,273502,61.7
2026,8,7.3,265,19.52,88,193.97,50589,98.2
2026,8,8.3,55,85.73,112,100.68,253364,66.0
2026,9,7.0,175,26.85,99,248.22,364107,82.1
